2 [0.554, -2.013, 1.06, -0.097, -0.028, 0.0, 0]
4 [0.415, -2.157, 1.06, -0.09, -0.035, 0.006, 0]
6 [0.554, -2.3, 1.06, -0.083, -0.021, 0.006, 0]
8 [0.554, -2.157, 1.06, -0.09, -0.028, 0.006, 0]
10 [0.554, -2.3, 1.06, -0.083, -0.028, 0.0, 0]
12 [0.415, -2.3, 1.06, -0.083, -0.028, 0.0, 0]
14 [0.415, -2.3, 1.06, -0.09, -0.035, 0.0, 0]
16 [0.415, -2.013, 1.06, -0.09, -0.028, 0.0, 0]
18 [0.277, -2.3, 0.954, -0.09, -0.035, 0.0, 0]
20 [0.415, -2.3, 0.742, -0.09, -0.042, 0.0, 0]
22 [0.277, -2.157, 0.742, -0.09, -0.035, 0.0, 0]
24 [0.415, -2.157, 0.848, -0.09, -0.042, 0.0, 0]
26 [0.415, -2.3, 0.848, -0.083, -0.035, 0.0, 0]
28 [0.415, -2.3, 0.848, -0.083, -0.028, 0.006, 0]
30 [0.554, -2.444, 0.848, -0.083, -0.035, 0.006, 0]
32 [0.554, -2.3, 0.742, -0.09, -0.028, 0.0, 0]
34 [0.415, -2.3, 0.742, -0.09, -0.035, -0.006, 0]
36 [0.415, -2.444, 0.954, -0.09, -0.035, 0.0, 0]
38 [0.415, -2.3, 1.06, -0.09, -0.035, 0.0, 0]
40 [0.277, -2.444, 1.06, -0.097, -0.028, 0.006, 0]
42 [0.415, -2.157, 1.06, -0.09, -0.021, 0.006, 0]
44 [0.415, -2.444, 0.954, -0.097, -0.028, 0.006, 0]
46 [0.554, -2.444, 1.06, -0.097, -0.035, 0.0, 0]
48 [0.554, -2.3, 0.954, -0.09, -0.028, 0.0, 0]
50 [0.415, -2.3, 0.954, -0.09, -0.035, 0.0, 0]
52 [0.415, -2.3, 0.848, -0.097, -0.028, 0.0, 0]
54 [0.415, -2.3, 0.848, -0.097, -0.035, 0.0, 0]
56 [0.554, -2.444, 0.954, -0.104, -0.035, 0.0, 0]
58 [0.693, -2.3, 0.954, -0.097, -0.035, -0.006, 0]
60 [0.693, -2.444, 0.954, -0.097, -0.035, -0.006, 0]
62 [0.554, -2.444, 1.06, -0.09, -0.021, 0.0, 0]
64 [0.277, -2.444, 1.06, -0.111, -0.028, 0.006, 0]
66 [0.277, -2.3, 0.954, -0.104, -0.021, 0.006, 0]
68 [0.415, -2.3, 0.954, -0.104, -0.021, 0.0, 0]
70 [0.554, -2.3, 1.06, -0.104, -0.028, 0.006, 0]
72 [0.554, -2.444, 0.954, -0.097, -0.042, 0.0, 0]
74 [0.554, -2.444, 0.954, -0.09, -0.049, 0.0, 0]
76 [0.554, -2.444, 1.06, -0.104, -0.042, 0.0, 0]
78 [0.554, -2.444, 1.06, -0.111, -0.042, 0.0, 0]
