2 [0.554, -0.143, -0.106, 0.0, -0.064, -0.013, 0]
4 [0.415, -0.143, -0.212, 0.0, -0.057, -0.006, 0]
6 [0.415, 0.0, -0.318, 0.0, -0.064, -0.013, 0]
8 [0.554, 0.0, -0.106, 0.0, -0.064, 0.0, 0]
10 [0.554, 0.0, -0.106, -0.006, -0.057, 0.0, 0]
12 [0.277, 0.0, -0.106, 0.0, -0.049, -0.006, 0]
14 [0.415, 0.0, 0.0, 0.0, -0.057, -0.006, 0]
16 [0.415, -0.143, 0.0, 0.0, -0.057, -0.006, 0]
18 [0.415, -0.143, 0.0, 0.0, -0.057, -0.013, 0]
20 [0.277, 0.0, 0.0, 0.0, -0.064, -0.006, 0]
22 [0.415, 0.0, 0.0, 0.0, -0.057, -0.006, 0]
24 [0.415, 0.0, 0.0, 0.0, -0.049, 0.0, 0]
26 [0.554, 0.0, 0.0, 0.0, -0.057, -0.006, 0]
28 [0.554, 0.0, -0.212, 0.0, -0.057, 0.0, 0]
30 [0.554, -0.143, -0.106, 0.0, -0.057, 0.0, 0]
32 [0.554, -0.143, -0.106, 0.0, -0.064, 0.0, 0]
34 [0.554, -0.143, 0.0, 0.0, -0.057, -0.006, 0]
36 [0.554, 0.0, -0.106, 0.0, -0.049, -0.013, 0]
38 [0.693, 0.143, -0.106, 0.0, -0.064, -0.006, 0]
40 [0.831, 0.0, -0.106, 0.0, -0.064, -0.013, 0]
42 [0.693, 0.0, -0.106, 0.0, -0.057, -0.013, 0]
44 [0.693, 0.0, 0.0, 0.0, -0.057, -0.013, 0]
46 [0.831, 0.0, -0.106, 0.0, -0.057, 0.0, 0]
48 [0.693, 0.0, 0.0, 0.0, -0.057, 0.0, 0]
50 [0.693, 0.0, 0.0, 0.0, -0.064, 0.0, 0]
52 [0.831, 0.0, -0.106, 0.0, -0.057, 0.0, 0]
54 [0.693, 0.0, -0.106, 0.0, -0.057, 0.0, 0]
56 [0.693, 0.0, 0.0, -0.006, -0.049, 0.0, 0]
58 [0.554, -0.143, -0.106, 0.0, -0.057, 0.006, 0]
60 [0.693, 0.0, -0.212, 0.0, -0.049, 0.0, 0]
62 [0.554, 0.0, -0.106, -0.006, -0.057, 0.0, 0]
64 [0.693, 0.0, 0.0, -0.006, -0.064, 0.0, 0]
66 [0.693, -0.143, 0.0, -0.006, -0.057, 0.0, 0]
68 [0.693, 0.0, 0.0, -0.013, -0.057, 0.0, 0]
70 [0.554, -0.143, -0.106, -0.006, -0.057, 0.0, 0]
72 [0.693, -0.287, -0.106, 0.0, -0.057, 0.0, 0]
74 [0.831, -0.143, 0.0, -0.006, -0.078, 0.0, 0]
76 [0.693, -0.143, 0.0, 0.0, -0.071, 0.0, 0]
78 [0.693, -0.143, 0.0, 0.0, -0.071, 0.0, 0]
80 [0.554, -0.287, 0.0, 0.0, -0.071, 0.0, 0]
82 [0.693, 0.0, -0.106, 0.0, -0.064, 0.0, 0]
84 [0.693, -0.143, -0.212, 0.0, -0.078, 0.0, 0]
86 [0.693, 0.0, -0.318, 0.0, -0.078, 0.0, 0]
88 [0.831, -0.143, -0.212, 0.0, -0.078, 0.0, 0]
90 [0.831, -0.287, -0.106, 0.0, -0.085, -0.006, 0]
92 [0.831, -0.143, -0.106, -0.006, -0.078, 0.0, 0]
94 [0.831, 0.0, 0.0, -0.006, -0.078, 0.0, 0]
96 [0.693, -0.143, -0.106, -0.006, -0.092, 0.0, 0]
98 [0.97, -0.287, -0.106, -0.006, -0.092, -0.006, 0]
100 [0.97, -0.143, 0.0, 0.0, -0.092, 0.0, 0]
102 [0.97, -0.143, 0.0, -0.006, -0.078, 0.0, 0]
104 [0.97, -0.143, -0.212, -0.006, -0.092, -0.013, 0]
106 [0.831, -0.143, -0.318, -0.006, -0.092, -0.006, 0]
108 [0.831, -0.143, -0.318, -0.006, -0.085, -0.006, 0]
110 [0.693, -0.143, -0.212, -0.006, -0.085, -0.006, 0]
112 [0.693, -0.143, -0.106, 0.0, -0.092, 0.0, 0]
114 [0.693, -0.143, -0.212, 0.0, -0.085, -0.006, 0]
116 [0.693, -0.143, -0.212, 0.0, -0.085, 0.0, 0]
117 [0.693, 0.0, -0.212, 0.0, -0.092, 0.0, 0]
119 [1.108, 0.0, -0.106, 0.0, -0.085, 0.0, 0]
121 [0.831, 0.0, -0.106, 0.0, -0.085, 0.0, 0]
123 [0.97, 0.0, -0.212, -0.006, -0.078, 0.0, 0]
125 [0.97, 0.0, -0.318, -0.006, -0.085, 0.0, 0]
127 [0.831, 0.143, -0.212, -0.006, -0.078, 0.0, 0]
129 [0.97, 0.0, 0.0, -0.006, -0.078, 0.0, 0]
131 [0.831, 0.0, -0.106, 0.0, -0.092, 0.0, 0]
133 [0.831, 0.0, -0.212, 0.0, -0.085, 0.0, 0]
135 [0.97, 0.0, -0.212, 0.0, -0.085, 0.0, 0]
137 [0.97, 0.0, -0.106, 0.0, -0.092, 0.0, 0]
139 [1.108, 0.0, -0.212, 0.0, -0.099, 0.0, 0]
141 [1.247, 0.0, -0.212, 0.0, -0.106, -0.006, 0]
143 [1.247, 0.0, -0.212, 0.0, -0.106, -0.006, 0]
145 [1.108, 0.0, -0.212, -0.006, -0.106, 0.0, 0]
147 [0.97, 0.0, -0.212, 0.0, -0.106, -0.006, 0]
149 [1.108, -0.143, -0.212, 0.0, -0.114, -0.006, 0]
151 [1.108, 0.0, -0.106, 0.0, -0.106, -0.006, 0]
153 [1.247, -0.143, 0.0, 0.0, -0.106, 0.0, 0]
155 [1.247, 0.0, 0.0, 0.0, -0.099, 0.0, 0]
157 [1.247, -0.143, 0.0, 0.0, -0.106, 0.0, 0]
159 [1.108, 0.0, -0.212, 0.0, -0.106, 0.0, 0]
161 [1.108, -0.143, -0.106, 0.0, -0.114, 0.0, 0]
163 [1.108, -0.143, -0.212, 0.0, -0.114, 0.0, 0]
165 [0.97, 0.0, -0.318, 0.0, -0.114, 0.0, 0]
167 [0.97, 0.0, -0.212, 0.0, -0.099, 0.0, 0]
169 [0.97, 0.143, 0.0, 0.0, -0.099, 0.0, 0]
171 [0.97, 0.0, -0.106, 0.0, -0.114, 0.0, 0]
173 [1.247, 0.0, -0.106, 0.0, -0.114, 0.0, 0]
175 [1.108, 0.0, 0.0, 0.0, -0.114, -0.006, 0]
177 [1.247, 0.0, 0.0, 0.0, -0.121, 0.0, 0]
179 [1.386, 0.0, 0.0, -0.006, -0.121, -0.006, 0]
181 [1.108, 0.0, 0.0, -0.006, -0.106, -0.006, 0]
183 [1.108, -0.143, -0.106, 0.0, -0.106, -0.006, 0]
185 [1.247, -0.143, -0.106, 0.0, -0.106, 0.0, 0]
187 [1.108, 0.0, -0.212, 0.0, -0.114, 0.0, 0]
189 [1.247, 0.0, 0.0, 0.0, -0.114, 0.0, 0]
191 [1.386, -0.143, -0.212, 0.0, -0.114, 0.0, 0]
193 [1.247, 0.0, -0.106, 0.0, -0.114, 0.0, 0]
195 [1.247, 0.0, -0.318, 0.0, -0.106, 0.0, 0]
197 [1.108, -0.143, -0.318, 0.0, -0.121, 0.0, 0]
199 [1.108, -0.143, -0.318, 0.0, -0.106, 0.0, 0]
201 [1.108, -0.143, -0.106, 0.0, -0.114, 0.0, 0]
203 [1.108, -0.143, -0.212, 0.0, -0.121, 0.0, 0]
205 [1.247, -0.143, -0.212, 0.0, -0.128, -0.006, 0]
207 [1.108, 0.0, -0.212, -0.013, -0.128, 0.0, 0]
209 [1.247, -0.143, -0.212, 0.0, -0.121, 0.0, 0]
211 [1.247, -0.143, -0.106, -0.006, -0.128, 0.0, 0]
213 [1.108, 0.0, 0.0, 0.0, -0.128, 0.0, 0]
215 [1.247, 0.0, 0.0, 0.0, -0.114, 0.0, 0]
217 [1.386, 0.0, -0.106, 0.0, -0.128, 0.0, 0]
219 [1.386, 0.0, -0.106, 0.0, -0.128, 0.0, 0]
221 [1.247, 0.0, -0.212, 0.0, -0.135, 0.0, 0]
223 [1.386, -0.143, -0.212, 0.0, -0.128, 0.0, 0]
225 [1.524, -0.143, -0.106, 0.0, -0.135, -0.006, 0]
227 [1.386, -0.143, -0.212, 0.0, -0.135, -0.006, 0]
229 [1.386, 0.0, -0.106, -0.006, -0.135, 0.0, 0]
231 [1.247, -0.143, -0.212, -0.006, -0.142, -0.013, 0]
233 [1.386, 0.0, -0.212, 0.0, -0.142, -0.013, 0]
235 [1.386, 0.0, -0.106, 0.0, -0.142, -0.013, 0]
237 [1.524, 0.0, -0.212, -0.006, -0.142, -0.013, 0]
239 [1.524, 0.0, -0.212, 0.0, -0.149, -0.013, 0]
241 [1.663, -0.287, -0.106, 0.0, -0.149, -0.006, 0]
243 [1.524, -0.143, 0.0, 0.0, -0.142, -0.006, 0]
245 [1.663, 0.0, 0.0, 0.0, -0.135, 0.0, 0]
247 [1.524, 0.0, 0.0, -0.006, -0.135, 0.0, 0]
249 [1.663, -0.143, 0.0, -0.006, -0.142, -0.013, 0]
251 [1.663, -0.143, 0.0, 0.0, -0.156, -0.013, 0]
253 [1.524, -0.143, -0.106, 0.0, -0.156, -0.006, 0]
255 [1.524, -0.143, -0.106, 0.0, -0.142, -0.006, 0]
257 [1.524, -0.287, 0.0, 0.0, -0.156, -0.013, 0]
259 [1.801, -0.287, -0.106, 0.0, -0.163, 0.0, 0]
261 [1.94, 0.0, 0.0, 0.0, -0.163, 0.0, 0]
263 [1.94, 0.0, -0.106, 0.0, -0.171, -0.006, 0]
265 [2.079, 0.0, -0.106, 0.0, -0.171, -0.013, 0]
267 [1.801, 0.0, -0.106, 0.0, -0.163, -0.006, 0]
269 [1.663, 0.0, -0.106, 0.0, -0.156, -0.006, 0]
271 [1.663, 0.0, 0.0, 0.0, -0.163, -0.006, 0]
273 [1.801, 0.0, 0.0, 0.0, -0.163, -0.006, 0]
275 [1.801, 0.0, 0.0, 0.0, -0.156, 0.0, 0]
277 [1.801, 0.0, 0.0, 0.0, -0.163, 0.0, 0]
279 [2.079, 0.0, 0.0, -0.006, -0.171, 0.0, 0]
281 [1.94, 0.0, 0.0, -0.006, -0.163, 0.0, 0]
283 [2.079, -0.143, -0.106, -0.006, -0.171, -0.006, 0]
285 [2.079, 0.0, -0.212, 0.0, -0.163, 0.0, 0]
287 [2.079, 0.0, -0.106, 0.0, -0.163, -0.006, 0]
289 [1.94, -0.143, -0.106, -0.006, -0.163, 0.0, 0]
291 [1.94, -0.143, -0.106, 0.0, -0.171, 0.0, 0]
293 [1.801, -0.143, 0.0, 0.0, -0.163, -0.006, 0]
295 [1.94, -0.287, 0.0, 0.0, -0.171, 0.0, 0]
297 [2.217, 0.0, 0.0, 0.0, -0.185, -0.006, 0]
299 [2.494, 0.0, 0.0, 0.0, -0.185, 0.0, 0]
301 [2.356, 0.0, 0.0, 0.0, -0.185, 0.0, 0]
303 [2.356, -0.143, 0.0, 0.0, -0.192, 0.0, 0]
305 [2.217, 0.0, 0.0, 0.0, -0.199, 0.0, 0]
307 [2.217, 0.0, 0.106, 0.0, -0.192, -0.006, 0]
309 [2.217, 0.0, 0.0, 0.0, -0.192, -0.006, 0]
311 [2.217, -0.143, -0.106, 0.0, -0.199, -0.006, 0]
313 [2.079, -0.143, 0.0, 0.0, -0.192, 0.0, 0]
315 [2.217, 0.0, 0.0, 0.0, -0.199, -0.006, 0]
317 [2.217, 0.0, 0.106, 0.0, -0.206, -0.006, 0]
319 [2.217, 0.0, 0.0, 0.0, -0.192, 0.0, 0]
321 [2.494, -0.143, 0.106, 0.0, -0.199, 0.0, 0]
323 [2.356, 0.0, 0.106, 0.0, -0.185, 0.006, 0]
325 [2.356, 0.0, 0.212, 0.0, -0.178, 0.0, 0]
327 [2.356, 0.0, 0.212, 0.0, -0.192, 0.0, 0]
329 [2.217, -0.143, 0.106, 0.0, -0.199, 0.0, 0]
331 [2.217, -0.143, 0.106, 0.0, -0.213, 0.0, 0]
333 [2.217, 0.0, 0.106, 0.0, -0.199, 0.0, 0]
335 [2.217, 0.0, 0.0, 0.0, -0.199, -0.006, 0]
337 [2.356, 0.0, 0.212, 0.0, -0.206, 0.0, 0]
339 [2.356, 0.0, 0.212, 0.0, -0.206, -0.006, 0]
341 [2.494, 0.0, 0.106, 0.0, -0.199, -0.006, 0]
343 [2.494, 0.0, 0.106, 0.0, -0.192, -0.006, 0]
345 [2.633, -0.143, 0.106, 0.0, -0.199, 0.0, 0]
347 [2.633, -0.143, 0.106, 0.0, -0.199, 0.0, 0]
349 [2.494, 0.0, 0.0, 0.0, -0.199, 0.0, 0]
351 [2.494, 0.0, 0.0, 0.0, -0.206, 0.0, 0]
353 [2.356, 0.0, 0.0, 0.0, -0.199, 0.0, 0]
355 [2.217, 0.0, 0.0, 0.0, -0.199, 0.0, 0]
357 [2.494, -0.143, -0.106, 0.0, -0.213, -0.006, 0]
359 [2.494, -0.143, -0.106, -0.006, -0.221, -0.006, 0]
361 [2.772, -0.143, 0.0, 0.0, -0.221, -0.006, 0]
363 [2.633, 0.0, 0.0, 0.0, -0.221, 0.0, 0]
365 [2.494, -0.143, 0.0, 0.0, -0.221, 0.0, 0]
367 [2.356, 0.0, 0.0, -0.006, -0.213, 0.0, 0]
369 [2.356, 0.0, 0.0, 0.0, -0.221, 0.0, 0]
371 [2.356, 0.0, 0.0, -0.006, -0.228, 0.0, 0]
373 [2.494, 0.0, 0.0, 0.0, -0.221, 0.0, 0]
375 [2.633, 0.0, 0.0, 0.0, -0.221, 0.0, 0]
377 [2.494, 0.0, 0.0, 0.0, -0.228, -0.006, 0]
379 [2.494, 0.0, 0.0, 0.0, -0.228, -0.006, 0]
381 [2.633, 0.0, 0.0, 0.0, -0.221, 0.0, 0]
383 [2.356, 0.0, 0.0, 0.0, -0.235, -0.006, 0]
