2 [0.0, 0.287, 0.0, 0.0, 0.0, 0.0, 0]
4 [0.0, 0.143, 0.0, -0.006, 0.007, 0.0, 0]
6 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]
8 [0.0, 0.0, 0.106, 0.0, 0.0, 0.0, 0]
10 [0.0, 0.0, 0.0, -0.006, 0.0, 0.0, 0]
12 [0.138, 0.0, 0.0, -0.006, 0.0, 0.0, 0]
14 [0.0, 0.287, 0.106, -0.006, -0.007, 0.0, 0]
16 [0.0, 0.287, 0.106, -0.006, 0.0, 0.0, 0]
18 [-0.138, 0.143, 0.212, -0.006, 0.0, 0.0, 0]
20 [-0.138, 0.0, 0.106, -0.006, 0.0, 0.006, 0]
22 [-0.138, 0.0, 0.0, 0.0, 0.0, 0.0, 0]
24 [-0.138, 0.0, 0.0, -0.006, 0.0, 0.0, 0]
26 [0.0, 0.143, -0.106, 0.0, 0.0, 0.006, 0]
28 [0.0, 0.143, -0.106, -0.006, 0.0, 0.0, 0]
30 [0.0, 0.0, 0.0, -0.013, 0.0, 0.0, 0]
32 [0.0, 0.0, 0.0, -0.013, 0.0, 0.0, 0]
34 [0.0, 0.143, 0.106, -0.006, 0.0, 0.0, 0]
36 [0.138, 0.287, 0.106, 0.0, 0.0, 0.0, 0]
38 [0.0, 0.143, 0.0, 0.0, 0.0, 0.006, 0]
40 [0.0, 0.0, 0.106, -0.006, 0.0, 0.0, 0]
42 [0.0, 0.0, 0.106, -0.006, 0.007, 0.0, 0]
44 [0.0, 0.287, 0.0, 0.0, 0.0, 0.0, 0]
46 [0.0, 0.287, 0.106, -0.006, 0.0, -0.006, 0]
48 [0.138, 0.143, 0.106, -0.006, 0.0, -0.006, 0]
50 [0.0, 0.0, 0.212, -0.006, 0.0, -0.006, 0]
52 [0.0, 0.0, 0.106, -0.006, 0.0, 0.0, 0]
54 [0.0, 0.0, 0.212, -0.006, 0.0, 0.006, 0]
56 [0.0, 0.0, 0.0, -0.006, 0.0, 0.006, 0]
58 [0.0, 0.0, 0.212, -0.006, 0.007, 0.0, 0]
60 [0.0, 0.0, 0.106, -0.006, 0.0, 0.006, 0]
62 [0.0, 0.0, 0.106, 0.0, 0.007, 0.0, 0]
64 [0.0, 0.0, 0.106, -0.006, 0.0, 0.006, 0]
66 [-0.138, 0.0, 0.106, 0.0, 0.0, 0.0, 0]
68 [-0.138, 0.0, 0.0, 0.0, 0.007, 0.0, 0]
70 [0.0, 0.0, 0.106, 0.0, 0.007, 0.0, 0]
72 [0.0, -0.143, 0.212, 0.0, 0.0, 0.0, 0]
74 [0.0, -0.143, 0.212, -0.006, 0.0, 0.0, 0]
76 [0.0, 0.0, 0.106, -0.006, 0.0, 0.006, 0]
78 [0.0, 0.0, 0.212, -0.006, 0.0, 0.0, 0]
80 [0.0, 0.143, 0.212, -0.006, 0.0, 0.0, 0]
82 [-0.138, 0.143, 0.212, -0.006, 0.0, 0.0, 0]
84 [0.0, 0.0, 0.106, -0.006, 0.007, 0.0, 0]
86 [0.138, 0.0, 0.106, -0.006, 0.007, 0.0, 0]
88 [0.0, 0.143, 0.212, -0.006, 0.007, 0.0, 0]
90 [0.0, 0.0, 0.318, -0.006, 0.014, 0.006, 0]
92 [0.0, 0.0, 0.212, -0.006, 0.014, 0.0, 0]
94 [0.0, 0.0, 0.212, -0.006, 0.007, 0.0, 0]
96 [-0.138, 0.143, 0.212, -0.006, 0.007, 0.0, 0]
98 [0.0, 0.143, 0.106, 0.0, 0.007, 0.0, 0]
100 [-0.138, 0.0, 0.212, 0.0, 0.007, 0.0, 0]
102 [0.0, 0.0, 0.106, -0.006, 0.007, 0.0, 0]
104 [0.0, 0.143, 0.0, -0.006, 0.014, 0.0, 0]
106 [0.0, 0.0, 0.0, -0.006, 0.007, 0.0, 0]
107 [0.0, 0.0, 0.106, 0.0, 0.0, 0.0, 0]
110 [0.0, 0.0, 0.0, 0.0, 0.007, 0.006, 0]
111 [0.0, 0.0, 0.0, -0.006, 0.0, 0.0, 0]
114 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]
115 [-0.138, 0.0, 0.0, 0.0, 0.014, 0.006, 0]
118 [0.0, 0.143, 0.212, -0.006, 0.014, 0.0, 0]
120 [0.138, 0.143, 0.212, 0.0, 0.014, 0.0, 0]
122 [0.0, 0.287, 0.106, 0.0, 0.014, 0.0, 0]
124 [0.0, 0.143, 0.106, 0.0, 0.007, 0.0, 0]
126 [0.0, 0.143, 0.106, 0.0, 0.0, 0.0, 0]
128 [0.0, 0.143, 0.212, 0.0, 0.014, 0.0, 0]
130 [0.0, 0.287, 0.212, 0.0, 0.007, 0.0, 0]
132 [0.0, 0.143, 0.212, 0.0, 0.007, 0.0, 0]
134 [0.0, 0.143, 0.106, 0.0, 0.007, 0.0, 0]
135 [0.0, 0.0, 0.106, 0.0, 0.014, 0.006, 0]
138 [0.0, 0.0, 0.212, 0.0, 0.014, 0.0, 0]
139 [0.0, 0.0, 0.212, 0.0, 0.0, 0.006, 0]
142 [0.138, 0.0, 0.106, 0.0, 0.007, 0.006, 0]
143 [0.0, 0.0, 0.212, 0.0, 0.007, 0.006, 0]
146 [0.0, 0.0, 0.212, 0.0, 0.0, 0.0, 0]
147 [0.0, 0.0, 0.106, 0.0, 0.007, 0.006, 0]
150 [0.0, 0.0, 0.318, 0.0, 0.0, 0.0, 0]
151 [0.0, 0.0, 0.212, 0.0, 0.007, 0.0, 0]
154 [0.0, 0.0, 0.318, 0.0, 0.0, 0.0, 0]
155 [0.0, 0.0, 0.318, 0.0, 0.007, 0.0, 0]
157 [0.0, 0.0, 0.212, 0.0, 0.014, 0.0, 0]
159 [0.0, 0.0, 0.106, 0.0, 0.014, 0.0, 0]
161 [0.0, 0.143, 0.212, 0.0, 0.007, 0.0, 0]
163 [0.0, 0.143, 0.318, -0.006, 0.007, 0.0, 0]
165 [0.0, 0.0, 0.212, -0.006, 0.0, 0.0, 0]
167 [0.0, 0.143, 0.212, 0.0, 0.0, 0.0, 0]
169 [0.277, 0.143, 0.106, 0.0, 0.007, 0.0, 0]
171 [0.277, 0.143, 0.106, 0.0, 0.0, 0.0, 0]
173 [0.0, 0.0, 0.106, 0.0, 0.007, 0.0, 0]
175 [0.138, 0.0, 0.106, 0.0, 0.007, 0.0, 0]
177 [0.0, 0.143, 0.212, -0.006, 0.007, 0.0, 0]
179 [0.0, 0.0, 0.212, 0.0, 0.014, 0.0, 0]
181 [0.0, 0.143, 0.212, 0.0, 0.007, 0.006, 0]
183 [0.0, 0.0, 0.106, 0.0, 0.014, 0.0, 0]
185 [0.0, 0.0, 0.106, 0.0, 0.0, 0.006, 0]
187 [0.277, 0.0, 0.106, 0.0, 0.0, 0.006, 0]
189 [0.138, 0.0, 0.106, 0.0, 0.0, 0.006, 0]
191 [0.138, 0.0, 0.212, 0.0, 0.007, 0.006, 0]
193 [0.138, 0.0, 0.212, 0.0, 0.007, 0.006, 0]
195 [0.0, 0.0, 0.106, 0.0, 0.014, 0.0, 0]
197 [0.0, 0.0, 0.106, 0.0, 0.007, 0.0, 0]
199 [0.0, 0.0, 0.212, 0.0, 0.007, 0.0, 0]
201 [0.0, 0.0, 0.212, 0.0, 0.007, 0.0, 0]
203 [-0.138, 0.143, 0.318, 0.0, 0.007, 0.006, 0]
205 [0.0, 0.287, 0.424, 0.0, 0.007, 0.0, 0]
208 [0.0, 0.287, 0.424, 0.0, 0.014, 0.0, 0]
209 [0.0, 0.143, 0.424, 0.0, 0.014, 0.006, 0]
211 [0.0, 0.287, 0.424, 0.006, 0.007, 0.006, 0]
213 [0.0, 0.143, 0.424, 0.0, 0.007, 0.0, 0]
215 [0.0, 0.143, 0.53, 0.0, 0.007, 0.0, 0]
217 [0.0, 0.143, 0.318, 0.0, 0.007, 0.013, 0]
219 [0.0, 0.0, 0.318, 0.0, 0.007, 0.006, 0]
221 [0.0, 0.143, 0.212, 0.0, 0.007, 0.0, 0]
223 [0.0, 0.143, 0.212, 0.0, 0.007, 0.006, 0]
225 [0.0, 0.0, 0.318, 0.0, 0.007, 0.0, 0]
227 [0.0, 0.0, 0.318, 0.0, 0.0, 0.0, 0]
229 [0.0, 0.0, 0.212, 0.0, 0.014, 0.006, 0]
231 [0.0, 0.0, 0.212, 0.0, 0.007, 0.0, 0]
233 [0.0, 0.143, 0.318, -0.006, 0.007, 0.0, 0]
236 [0.138, 0.143, 0.212, -0.006, 0.0, 0.006, 0]
237 [0.0, 0.143, 0.212, -0.006, 0.0, 0.0, 0]
240 [0.0, 0.143, 0.318, 0.0, 0.007, 0.0, 0]
241 [0.0, 0.143, 0.318, 0.0, 0.014, 0.0, 0]
243 [0.0, 0.143, 0.106, 0.0, 0.014, 0.006, 0]
244 [-0.138, 0.143, 0.106, 0.0, 0.0, 0.0, 0]
246 [-0.138, 0.0, 0.212, 0.0, 0.0, 0.0, 0]
248 [-0.138, 0.0, 0.212, 0.0, 0.0, 0.0, 0]
250 [0.0, 0.0, 0.106, 0.0, 0.0, 0.0, 0]
252 [0.0, 0.0, 0.318, 0.0, 0.0, 0.0, 0]
254 [0.0, 0.0, 0.212, 0.0, 0.014, 0.0, 0]
256 [0.0, 0.0, 0.318, -0.006, 0.014, 0.0, 0]
258 [0.138, 0.0, 0.212, 0.0, 0.007, 0.006, 0]
260 [0.138, 0.143, 0.106, -0.006, 0.014, 0.006, 0]
262 [0.138, 0.143, 0.212, 0.0, 0.014, 0.0, 0]
264 [0.138, 0.0, 0.106, 0.0, 0.014, 0.0, 0]
266 [0.138, 0.143, 0.212, 0.0, 0.0, 0.006, 0]
268 [0.138, 0.0, 0.318, 0.0, 0.0, 0.0, 0]
270 [0.138, 0.0, 0.212, 0.0, 0.0, 0.0, 0]
272 [0.0, 0.0, 0.424, 0.0, 0.007, 0.0, 0]
274 [0.0, 0.0, 0.424, 0.0, 0.007, 0.0, 0]
276 [0.0, 0.0, 0.318, 0.0, 0.0, 0.0, 0]
278 [0.138, 0.143, 0.106, -0.006, 0.007, 0.0, 0]
280 [0.0, 0.143, 0.212, 0.0, 0.0, 0.0, 0]
